group,team_a,team_b,team_a_win,draw,team_b_win,team_a_goals_lambda,team_b_goals_lambda
A,Mexico,South Africa,0.755286550998734,0.19358267083252306,0.05113077816874302,,
A,Mexico,South Korea,0.6314823065684549,0.26284701644588615,0.10567067698565893,,
A,Mexico,Czechia,0.7249862144601528,0.21215360196373093,0.06286018357611634,,
A,South Africa,South Korea,0.28356200553797667,0.3499048793167214,0.366533115145302,,
A,South Africa,Czechia,0.3819295450462138,0.34603406240196916,0.2720363925518171,,
A,South Korea,Czechia,0.5312872602625818,0.3018859394395243,0.1668268002978939,,
B,Canada,Bosnia and Herzegovina,0.6327749264317792,0.25843316056497057,0.10879191300325015,,
B,Canada,Qatar,0.6957006072022595,0.22805921422117142,0.07624017857656913,,
B,Canada,Switzerland,0.2947071171115971,0.34464574858833535,0.3606471343000676,,
B,Bosnia and Herzegovina,Qatar,0.49506384055663827,0.320121982677404,0.1848141767659578,,
B,Bosnia and Herzegovina,Switzerland,0.13318908656695577,0.29243613921582684,0.5743747742172174,,
B,Qatar,Switzerland,0.09343113940896738,0.25035985236896663,0.656209008222066,,
C,Brazil,Morocco,0.4508964813023417,0.33187916531495615,0.21722435338270207,,
C,Brazil,Haiti,0.8539135872214995,0.1269261045109812,0.01916030826751939,,
C,Brazil,Scotland,0.7043038476099398,0.22421798549465877,0.0714781668954014,,
C,Morocco,Haiti,0.8403254756557332,0.13667225141954187,0.023002272924724922,,
C,Morocco,Scotland,0.6805044847236363,0.23669253303286797,0.08280298224349573,,
C,Haiti,Scotland,0.21169574742575353,0.334805972183267,0.4534982803909795,,
D,United States,Paraguay,0.46313714521423016,0.3255832565537908,0.21127959823197906,,
D,United States,Australia,0.39498857146687943,0.34521317567566423,0.2597982528574563,,
D,United States,Turkey,0.3995994064816326,0.3423935199132043,0.25800707360516306,,
D,Paraguay,Australia,0.3549975321160163,0.352927405865563,0.2920750620184207,,
D,Paraguay,Turkey,0.359304775945822,0.3503634135286716,0.2903318105255064,,
D,Australia,Turkey,0.42591322351871713,0.3355568974532588,0.23852987902802408,,
E,Germany,Curacao,0.8552149888359759,0.12609383242086297,0.01869117874316121,,
E,Germany,Ivory Coast,0.6206683526607478,0.26840449900327423,0.11092714833597792,,
E,Germany,Ecuador,0.5010586078736119,0.31821117587958947,0.18073021624679858,,
E,Curacao,Ivory Coast,0.14498605790801866,0.30172101782239635,0.553292924269585,,
E,Curacao,Ecuador,0.08122004656292431,0.24083062293351576,0.67794933050356,,
E,Ivory Coast,Ecuador,0.30632128463826264,0.3479382128321426,0.34574050252959476,,
F,Netherlands,Japan,0.5141856458882128,0.3138192921270581,0.1719950619847292,,
F,Netherlands,Sweden,0.68569672564767,0.23646565061336594,0.07783762373896405,,
F,Netherlands,Tunisia,0.8047114053475113,0.16288608696253537,0.03240250768995333,,
F,Japan,Sweden,0.6050023199322638,0.27518205775598453,0.11981562231175169,,
F,Japan,Tunisia,0.7463008249709753,0.19978820166875483,0.05391097336026984,,
F,Sweden,Tunisia,0.5883817044231106,0.2802162379434906,0.1314020576333988,,
G,Belgium,Egypt,0.5908977713240524,0.28373140876356484,0.12537081991238277,,
G,Belgium,Iran,0.5227891174946584,0.310971579607581,0.16623930289776062,,
G,Belgium,New Zealand,0.8013887410198498,0.1625634033577738,0.036047855622376376,,
G,Egypt,Iran,0.35394344407613776,0.34589139935623786,0.30016515656762444,,
G,Egypt,New Zealand,0.6799951707471652,0.2323070561185751,0.08769777313425967,,
G,Iran,New Zealand,0.7352488740671212,0.20245791655486128,0.062293209378017536,,
H,Spain,Cape Verde,0.8673044156952754,0.11817734400832022,0.01451824029640435,,
H,Spain,Saudi Arabia,0.8603566681110503,0.12350109019890111,0.016142241690048673,,
H,Spain,Uruguay,0.7424690146230727,0.20464563858642942,0.052885346790497945,,
H,Cape Verde,Saudi Arabia,0.4081707486755552,0.3409605141057025,0.25086873721874237,,
H,Cape Verde,Uruguay,0.22746764366740824,0.3361923988726041,0.4363399574599877,,
H,Saudi Arabia,Uruguay,0.23918247757401875,0.33967193256717654,0.4211455898588048,,
I,France,Senegal,0.695612740759342,0.23285281526784435,0.07153444397281372,,
I,France,Iraq,0.8491752506997996,0.1316399719024208,0.019184777397779608,,
I,France,Norway,0.6282991271151979,0.2666032192384687,0.10509765364633354,,
I,Senegal,Iraq,0.6561168686389306,0.24786931339686302,0.09601381796420641,,
I,Senegal,Norway,0.3500220087923503,0.3437370508806211,0.30624094032702853,,
I,Iraq,Norway,0.15481449139422074,0.3063197747463745,0.5388657338594047,,
J,Argentina,Algeria,0.727696555602541,0.21507015761659815,0.057233286780860815,,
J,Argentina,Austria,0.6964918764859819,0.23436208630065047,0.06914603721336762,,
J,Argentina,Jordan,0.8678368287356856,0.1178257415237445,0.014337429740570017,,
J,Algeria,Austria,0.38098489222493837,0.34709223642357556,0.271922871351486,,
J,Algeria,Jordan,0.6559832418907018,0.24707645054051583,0.09694030756878244,,
J,Austria,Jordan,0.6892525952464506,0.22842988429385785,0.08231752045969168,,
K,Portugal,DR Congo,0.7417278859227223,0.2025529095731589,0.05571920450411877,,
K,Portugal,Uzbekistan,0.7699325595202947,0.18435651952085325,0.045710920958852014,,
K,Portugal,Colombia,0.4593502718930942,0.32958291560206876,0.21106681250483716,,
K,DR Congo,Uzbekistan,0.46420562959571465,0.32669064995961195,0.20910372044467343,,
K,DR Congo,Colombia,0.15681175123334515,0.29959833804037583,0.543589910726279,,
K,Uzbekistan,Colombia,0.13216012841710548,0.28808959736711837,0.5797502742157762,,
L,England,Croatia,0.5959508149549952,0.2815056063146183,0.12254357873038653,,
L,England,Ghana,0.8264548767170099,0.14833139783840635,0.025213725444583772,,
L,England,Panama,0.7577134415102579,0.19564972551681675,0.04663683297292542,,
L,Croatia,Ghana,0.71058821273693,0.22002777263813894,0.06938401462493107,,
L,Croatia,Panama,0.6130906330334074,0.2717469907086085,0.11516237625798409,,
L,Ghana,Panama,0.3176606071217244,0.35312487207733584,0.32921452080093977,,
